samplers,samplers_active,sampler_A,sampler_B,total_active,active_A,active_B,avg_cascade_size,active_diff,cascade_bias,gamma,replicate
20.0,9.7826,5.3832,4.3994,21.5082,13.1106,8.3976,2.2228727681477585,6.8746,0.3227395270746618,-0.4000000000000635,39.0
20.0,9.484,5.1487,4.3353,16.6176,9.8307,6.7869,1.7341185791186258,6.3448,0.4029518047189809,-0.4000000000000635,40.0
20.0,9.8137,5.1021,4.7116,18.4065,9.0984,9.3081,1.8798706737033095,6.3981,0.366352706407146,-0.4000000000000635,41.0
20.0,9.4112,5.1269,4.2843,21.0814,12.305,8.7764,2.291533831729471,6.5188,0.3117484630641578,-0.4000000000000635,42.0
20.0,9.3594,5.2377,4.1217,15.8325,8.4686,7.3639,1.6872858112515083,5.5863,0.36055340303972366,-0.4000000000000635,43.0
20.0,10.37,4.8911,5.4789,20.3012,8.0453,12.2559,1.9394320147722945,7.5738,0.3826641110455755,-0.4000000000000635,44.0
20.0,10.2701,4.5827,5.6874,22.2747,7.9281,14.3466,2.216783730242502,7.7755,0.35029097415568505,-0.4000000000000635,45.0
20.0,10.4702,5.2557,5.2145,25.7906,12.1683,13.6223,2.5053722074713347,6.4978,0.26212395385126097,-0.4000000000000635,46.0
20.0,9.7794,5.1262,4.6532,18.7462,9.8959,8.8503,1.9632377816697864,5.6374,0.31137274064164944,-0.4000000000000635,47.0
20.0,9.4064,4.79,4.6164,17.2416,10.9517,6.2899,1.8282395647690424,6.3942,0.39298419197758905,-0.4000000000000635,48.0
20.0,9.9761,5.1851,4.791,23.8426,14.3584,9.4842,2.4028474928605963,6.8062,0.300219802311782,-0.4000000000000635,49.0
20.0,9.9842,4.6445,5.3397,20.8374,9.4342,11.4032,2.0851015186085635,6.1998,0.3159013894603684,-0.4000000000000635,50.0
20.0,10.5353,5.1986,5.3367,23.9379,12.4955,11.4424,2.3090278801199737,6.5085,0.2805987843460517,-0.4000000000000635,51.0
20.0,10.1869,4.6605,5.5264,25.6961,11.3569,14.3392,2.546762138732003,7.0903,0.2801921548866411,-0.4000000000000635,52.0
20.0,9.8778,4.737,5.1408,18.3391,7.576,10.7631,1.8584813399425921,5.8389,0.32942586641078014,-0.4000000000000635,53.0
20.0,10.5206,5.3632,5.1574,26.7861,13.5844,13.2017,2.633216749413781,5.8315,0.2168985253269775,-0.4000000000000635,54.0
20.0,9.7944,4.8561,4.9383,19.8123,8.2957,11.5166,2.0516643853297913,6.0627,0.32283448101922235,-0.4000000000000635,55.0
20.0,10.186,5.8001,4.3859,25.3804,15.5166,9.8638,2.513244867183289,7.7148,0.3281286857464461,-0.4000000000000635,56.0
20.0,9.6595,4.8776,4.7819,16.3192,7.4397,8.8795,1.7086566344794263,5.2898,0.3387040628893976,-0.4000000000000635,57.0
20.0,9.6128,4.6801,4.9327,19.4979,10.7631,8.7348,2.0619000493091084,5.6067,0.2993142133746931,-0.4000000000000635,58.0
20.0,9.8342,4.6451,5.1891,16.5985,8.6678,7.9307,1.6633964187369474,6.1193,0.39395930722177575,-0.4000000000000635,59.0
20.0,10.4837,5.388,5.0957,20.7528,10.2479,10.5049,1.9607788592700186,6.356,0.32781220505673125,-0.4000000000000635,60.0
20.0,10.2922,5.5065,4.7857,19.2294,9.842,9.3874,1.8674196277311046,5.486,0.2988940549277304,-0.4000000000000635,61.0
20.0,10.1987,5.0892,5.1095,18.5381,9.3506,9.1875,1.8043729282083971,5.4135,0.3049805171284903,-0.4000000000000635,62.0
20.0,10.5549,4.8325,5.7224,22.9889,9.0161,13.9728,2.1991282412242863,7.2579,0.3148798900330449,-0.4000000000000635,63.0
20.0,10.0384,4.7232,5.3152,24.0479,11.4365,12.6114,2.401004497061862,6.3023,0.2751478159506118,-0.4000000000000635,64.0
20.0,10.3919,5.6574,4.7345,24.8927,14.5505,10.3422,2.4595114266615785,6.5959,0.27401039642804775,-0.4000000000000635,65.0
20.0,10.6374,5.4981,5.1393,21.8856,10.493,11.3926,2.0768821758650984,6.3384,0.2987137601714048,-0.4000000000000635,66.0
20.0,9.9999,4.6352,5.3647,21.8823,8.94,12.9423,2.2153062944472737,6.5695,0.3169640866397571,-0.4000000000000635,67.0
20.0,10.9938,5.0216,5.9722,27.9313,11.9469,15.9844,2.558829654348922,7.2837,0.2722727782556588,-0.4000000000000635,68.0
20.0,9.4545,4.059,5.3955,20.7503,8.6254,12.1249,2.183596760603833,6.5137,0.3131548970851673,-0.4000000000000635,69.0
20.0,9.8996,5.121,4.7786,29.0187,14.7925,14.2262,3.080019798940313,5.3213,0.1819213739612732,-0.4000000000000635,70.0
20.0,9.9628,4.7216,5.2412,21.6974,10.2104,11.487,2.1845956749675346,6.4374,0.3055036732559509,-0.4000000000000635,71.0
20.0,9.9765,4.2713,5.7052,28.2598,11.6627,16.5971,2.95681788673814,7.6112,0.25109848773869603,-0.4000000000000635,72.0
