samplers,samplers_active,sampler_A,sampler_B,total_active,active_A,active_B,active_diff,active_diff_prop,gamma,replicate
20.0,9.7677,4.2701,5.4976,17.2667,7.2602,10.0065,5.1561,0.32923292378353264,0.4000000000000635,57.0
20.0,10.7289,5.1713,5.5576,19.3446,9.6674,9.6772,4.4492,0.27123994106728866,0.4000000000000635,58.0
20.0,9.6662,4.4339,5.2323,19.8097,8.6107,11.199,5.0479,0.2753021015854686,0.4000000000000635,59.0
20.0,10.0229,5.1385,4.8844,21.3137,11.1439,10.1698,5.2231,0.2890319610553317,0.4000000000000635,60.0
20.0,10.5858,5.4609,5.1249,22.5548,11.3261,11.2287,4.3328,0.22161822145710772,0.4000000000000635,61.0
20.0,10.2472,5.2144,5.0328,22.4247,11.4618,10.9629,4.5659,0.24137995046608318,0.4000000000000635,62.0
20.0,10.4137,5.6689,4.7448,21.0589,11.1744,9.8845,5.0787,0.28234571979387296,0.4000000000000635,63.0
20.0,10.5162,5.6147,4.9015,24.1495,13.9881,10.1614,5.9113,0.2637828233652426,0.4000000000000635,64.0
20.0,11.0007,6.3044,4.6963,20.6669,12.123,8.5439,6.0097,0.32286623151416216,0.4000000000000635,65.0
20.0,9.8489,4.3773,5.4716,20.9142,10.4853,10.4289,5.16,0.2782363589106622,0.4000000000000635,66.0
20.0,9.4759,4.431,5.0449,17.1407,7.2456,9.8951,4.7907,0.32675049675826223,0.4000000000000635,67.0
20.0,10.3708,5.7627,4.6081,19.4084,10.7784,8.63,5.203,0.31869855388807833,0.4000000000000635,68.0
20.0,9.7239,4.8365,4.8874,16.7937,8.7449,8.0488,4.3793,0.3186330921051615,0.4000000000000635,69.0
20.0,9.6281,3.9844,5.6437,16.5039,6.508,9.9959,5.2755,0.34791217058339846,0.4000000000000635,70.0
20.0,10.2805,4.7916,5.4889,20.2562,9.0165,11.2397,4.8922,0.27125921328869823,0.4000000000000635,71.0
20.0,10.0156,5.4809,4.5347,19.6932,11.9569,7.7363,5.5758,0.3355371889550826,0.4000000000000635,72.0
20.0,9.9192,4.9231,4.9961,20.2269,9.2485,10.9784,4.8901,0.27430792513245433,0.4000000000000635,73.0
20.0,9.0698,4.3198,4.75,16.2813,6.8138,9.4675,5.4465,0.380728600182489,0.4000000000000635,74.0
20.0,10.0506,5.1953,4.8553,19.3699,10.5189,8.851,4.4083,0.2643898160876486,0.4000000000000635,75.0
20.0,9.5648,4.6591,4.9057,17.609,8.6436,8.9654,3.8596,0.27271863463556256,0.4000000000000635,76.0
20.0,10.0792,5.7453,4.3339,22.9148,14.6893,8.2255,7.8644,0.35893280072102124,0.4000000000000635,77.0
20.0,10.0493,4.9819,5.0674,18.7775,9.2022,9.5753,4.7325,0.30358125627563537,0.4000000000000635,78.0
20.0,9.8116,5.4568,4.3548,17.2216,9.9893,7.2323,5.4156,0.36089002541492055,0.4000000000000635,79.0
20.0,8.8674,4.4519,4.4155,14.8208,7.3172,7.5036,3.4902,0.2935570742813792,0.4000000000000635,80.0
20.0,10.278,4.8257,5.4523,17.3127,7.0128,10.2999,5.4953,0.3479785303399431,0.4000000000000635,81.0
20.0,10.3363,4.7976,5.5387,23.0691,9.3144,13.7547,6.1535,0.2940609804392969,0.4000000000000635,82.0
20.0,9.7845,4.9287,4.8558,18.5526,9.1053,9.4473,4.3836,0.2774567656827849,0.4000000000000635,83.0
20.0,10.3057,5.2676,5.0381,18.8593,9.2205,9.6388,4.5937,0.28635627794090934,0.4000000000000635,84.0
20.0,10.1913,5.5312,4.6601,25.1345,14.413,10.7215,6.3617,0.2858293600036686,0.4000000000000635,85.0
20.0,9.869,4.5686,5.3004,18.2858,8.6574,9.6284,4.2354,0.28123540653491813,0.4000000000000635,86.0
20.0,10.0101,5.4936,4.5165,17.9574,9.1881,8.7693,4.0902,0.28104680370095675,0.4000000000000635,87.0
20.0,10.3032,5.5926,4.7106,21.4541,11.1331,10.321,4.4263,0.24473893290485965,0.4000000000000635,88.0
20.0,9.6584,5.0096,4.6488,18.5804,9.5475,9.0329,4.5386,0.28394967708996954,0.4000000000000635,89.0
20.0,10.6744,6.1511,4.5233,25.7419,13.4622,12.2797,4.4061,0.2207784923430785,0.4000000000000635,90.0
20.0,10.313,5.9323,4.3807,18.5319,10.7124,7.8195,5.1695,0.31760643717006604,0.4000000000000635,91.0
20.0,10.2203,5.9927,4.2276,19.0652,10.5518,8.5134,5.2588,0.3317961843072538,0.4000000000000635,92.0
20.0,9.9246,4.3546,5.57,18.0644,7.9733,10.0911,4.8328,0.30058947734697516,0.4000000000000635,93.0
20.0,10.7333,6.0519,4.6814,24.5271,14.8425,9.6846,7.0023,0.29705498619542575,0.4000000000000635,94.0
20.0,9.5388,3.9344,5.6044,21.3949,9.1576,12.2373,4.9381,0.2583388139561914,0.4000000000000635,95.0
20.0,10.0845,5.8224,4.2621,18.7596,10.7454,8.0142,5.0912,0.3006108034146912,0.4000000000000635,96.0
20.0,10.3277,5.6806,4.6471,23.0844,13.2083,9.8761,5.7646,0.2851647267013896,0.4000000000000635,97.0
20.0,9.6845,4.9105,4.774,17.3038,9.2369,8.0669,4.2852,0.299066252641706,0.4000000000000635,98.0
20.0,8.9535,3.9561,4.9974,18.2912,6.6148,11.6764,6.736,0.37736784174572485,0.4000000000000635,99.0
20.0,11.2074,5.0361,6.1713,27.0817,11.3502,15.7315,9.6527,0.36257607348121673,-0.800000000000127,0.0
20.0,11.2102,5.4587,5.7515,23.4552,10.6568,12.7984,7.787,0.33788688622323504,-0.800000000000127,1.0
20.0,9.5867,5.0189,4.5678,13.4733,6.9895,6.4838,5.9921,0.44063025799192485,-0.800000000000127,2.0
20.0,10.2909,5.4827,4.8082,23.2511,13.0064,10.2447,8.3421,0.34641715254329025,-0.800000000000127,3.0
20.0,10.0849,4.7755,5.3094,17.7567,8.9484,8.8083,5.9987,0.3376423132730291,-0.800000000000127,4.0
20.0,9.8062,4.6316,5.1746,17.5964,7.7858,9.8106,7.4788,0.41604399097253425,-0.800000000000127,5.0
20.0,9.9169,5.6556,4.2613,21.7422,11.6254,10.1168,7.1686,0.3170816033348507,-0.800000000000127,6.0
20.0,10.8495,5.0268,5.8227,20.4767,10.313,10.1637,7.7233,0.3899587058244324,-0.800000000000127,7.0
20.0,9.5414,4.574,4.9674,15.1727,8.0552,7.1175,6.6875,0.43416416850753803,-0.800000000000127,8.0
20.0,9.835,4.741,5.094,18.771,8.5696,10.2014,7.077,0.36505118339898807,-0.800000000000127,9.0
20.0,10.288,5.6536,4.6344,18.9021,10.7371,8.165,7.2793,0.37304191782509033,-0.800000000000127,10.0
20.0,9.8507,5.112,4.7387,18.6425,9.4453,9.1972,6.4939,0.3508035339452461,-0.800000000000127,11.0
20.0,9.9053,5.1296,4.7757,15.0248,7.8166,7.2082,5.8388,0.3943616476771826,-0.800000000000127,12.0
20.0,10.0602,4.7968,5.2634,19.5087,8.9534,10.5553,6.7303,0.3429092358435932,-0.800000000000127,13.0
20.0,9.9894,5.0256,4.9638,19.1834,11.85,7.3334,7.2062,0.3967305335281461,-0.800000000000127,14.0
20.0,9.9877,5.6549,4.3328,18.364,11.1661,7.1979,8.1794,0.4270645062959904,-0.800000000000127,15.0
20.0,10.077,4.723,5.354,19.4437,9.158,10.2857,6.3989,0.34136455434275986,-0.800000000000127,16.0
20.0,9.357,5.5538,3.8032,14.5291,8.448,6.0811,6.5023,0.44669652703227186,-0.800000000000127,17.0
20.0,9.6526,4.1076,5.545,17.6421,7.9401,9.702,6.9625,0.3861673056810896,-0.800000000000127,18.0
20.0,10.2597,4.8621,5.3976,19.5199,7.9119,11.608,6.8205,0.35830573935335774,-0.800000000000127,19.0
20.0,10.886,5.7643,5.1217,22.293,11.9464,10.3466,6.7524,0.3103199490311823,-0.800000000000127,20.0
20.0,10.1656,5.1695,4.9961,19.9254,9.2993,10.6261,6.3802,0.33806309468224005,-0.800000000000127,21.0
20.0,10.6768,5.0882,5.5886,20.9321,8.8531,12.079,7.6601,0.35409808680279575,-0.800000000000127,22.0
20.0,9.1869,4.5122,4.6747,15.573,7.5746,7.9984,6.406,0.4189611383284693,-0.800000000000127,23.0
20.0,10.3649,5.5267,4.8382,23.9505,12.4905,11.46,7.0639,0.29716705200770605,-0.800000000000127,24.0
20.0,10.9032,4.7583,6.1449,19.8814,7.7581,12.1233,7.8662,0.38095763614794775,-0.800000000000127,25.0
20.0,10.149,5.4845,4.6645,18.1851,10.9537,7.2314,7.7189,0.4078871929527731,-0.800000000000127,26.0
20.0,9.7985,4.3038,5.4947,21.1747,9.312,11.8627,7.1479,0.33350288779060927,-0.800000000000127,27.0
20.0,9.5564,5.2381,4.3183,16.5258,9.0658,7.46,6.5084,0.39923254300834377,-0.800000000000127,28.0
20.0,9.7558,4.667,5.0888,16.9061,7.6005,9.3056,6.9547,0.39912363179835914,-0.800000000000127,29.0
20.0,10.0717,5.0165,5.0552,20.4584,10.295,10.1634,7.7996,0.3727730611962847,-0.800000000000127,30.0
20.0,10.3523,5.1289,5.2234,20.4643,9.2337,11.2306,7.7013,0.36576679315410393,-0.800000000000127,31.0
20.0,11.087,5.6323,5.4547,23.4702,13.3485,10.1217,7.229,0.31973089433462965,-0.800000000000127,32.0
20.0,9.6423,5.3329,4.3094,16.6234,10.4182,6.2052,7.5502,0.4424829512378991,-0.800000000000127,33.0
20.0,10.5355,4.6025,5.933,20.6906,8.0367,12.6539,9.7576,0.45005803324746013,-0.800000000000127,34.0
20.0,10.1913,4.9885,5.2028,18.4042,9.062,9.3422,7.8646,0.4200711515200715,-0.800000000000127,35.0
20.0,9.6886,5.5766,4.112,17.2567,11.2054,6.0513,7.9995,0.45421633007882795,-0.800000000000127,36.0
